"mandante","visitante","vencedor","mandante_Placar","visitante_Placar","vencedor_Estado"
"Cruzeiro","Fluminense","Cruzeiro","5","2","MG"
"Guarani","Paysandu","Guarani","2","1","SP"
"Santos","Gremio","Empate","2","2",""
"Flamengo","Ponte Preta","Empate","1","1",""
"Criciuma","Bahia","Criciuma","3","2","SC"
"Fortaleza","Coritiba","Empate","2","2",""
"Internacional","Sao Paulo","Empate","1","1",""
"Juventude","Sao Caetano","Juventude","2","1","RS"
"Parana","Vitoria","Parana","2","0","PR"
"Coritiba","Criciuma","Coritiba","2","0","PR"
"Atletico-MG","Goias","Atletico-MG","3","2","MG"
"Figueirense","Guarani","Figueirense","2","0","SC"
"Sao Caetano","Internacional","Sao Caetano","5","0","SP"
"Gremio","Corinthians","Gremio","3","0","RS"
"Ponte Preta","Fortaleza","Ponte Preta","2","0","SP"
"Bahia","Cruzeiro","Cruzeiro","0","7","MG"
"Fluminense","Juventude","Fluminense","1","0","RJ"
"Paysandu","Athletico-PR","Empate","2","2",""
"Vasco","Santos","Empate","1","1",""
"Sao Paulo","Flamengo","Flamengo","1","3","RJ"
"Botafogo-RJ","Goias","Goias","1","4","GO"
"Figueirense","Internacional","Figueirense","1","0","SC"
"Sao Caetano","Vitoria","Sao Caetano","1","0","SP"
"Cruzeiro","Juventude","Cruzeiro","2","1","MG"
"Palmeiras","Atletico-MG","Empate","0","0",""
"Gremio","Flamengo","Empate","0","0",""
"Ponte Preta","Corinthians","Ponte Preta","3","2","SP"
"Parana","Santos","Parana","3","2","PR"
"Coritiba","Guarani","Coritiba","1","0","PR"
"Vasco","Criciuma","Criciuma","0","1","SC"
"Paysandu","Fluminense","Empate","3","3",""
"Sao Paulo","Athletico-PR","Sao Paulo","1","0","SP"
"Flamengo","Ponte Preta","Empate","0","0",""
"Goias","Cruzeiro","Empate","2","2",""
"Juventude","Gremio","Empate","1","1",""
"Internacional","Palmeiras","Internacional","1","0","RS"
"Atletico-MG","Vasco","Empate","1","1",""
"Fluminense","Coritiba","Empate","1","1",""
"Corinthians","Paysandu","Corinthians","2","1","SP"
"Guarani","Sao Caetano","Empate","1","1",""
"Athletico-PR","Figueirense","Figueirense","0","3","SC"
"Vitoria","Parana","Vitoria","6","1","BA"
"Criciuma","Sao Paulo","Empate","1","1",""
"Santos","Botafogo-RJ","Santos","2","0","SP"
"Botafogo-RJ","Atletico-MG","Empate","2","2",""
"Coritiba","Internacional","Empate","1","1",""
"Paysandu","Athletico-PR","Athletico-PR","0","3","PR"
"Cruzeiro","Criciuma","Empate","2","2",""
"Ponte Preta","Goias","Ponte Preta","2","0","SP"
"Gremio","Corinthians","Gremio","4","0","RS"
"Figueirense","Santos","Figueirense","2","1","SC"
"Sao Paulo","Fluminense","Sao Paulo","1","0","SP"
"Parana","Flamengo","Parana","2","1","PR"
"Vasco","Guarani","Guarani","0","1","SP"
"Palmeiras","Vitoria","Empate","2","2",""
"Internacional","Paysandu","Internacional","1","0","RS"
"Criciuma","Botafogo-RJ","Criciuma","1","0","SC"
"Atletico-MG","Ponte Preta","Ponte Preta","1","2","SP"
"Goias","Gremio","Goias","4","0","GO"
"Flamengo","Sao Caetano","Empate","1","1",""
"Santos","Cruzeiro","Cruzeiro","1","3","MG"
"Fluminense","Vasco","Fluminense","1","0","RJ"
"Corinthians","Palmeiras","Palmeiras","0","4","SP"
"Juventude","Parana","Juventude","4","0","RS"
"Vitoria","Figueirense","Vitoria","3","1","BA"
"Guarani","Sao Paulo","Sao Paulo","2","3","SP"
"Athletico-PR","Coritiba","Empate","1","1",""
"Santos","Juventude","Santos","2","1","SP"
"Parana","Cruzeiro","Parana","2","0","PR"
"Guarani","Athletico-PR","Empate","0","0",""
"Sao Caetano","Criciuma","Sao Caetano","5","0","SP"
"Vasco","Gremio","Empate","1","1",""
"Palmeiras","Ponte Preta","Palmeiras","3","0","SP"
"Internacional","Fluminense","Empate","0","0",""
"Atletico-MG","Corinthians","Empate","2","2",""
"Botafogo-RJ","Paysandu","Empate","2","2",""
"Goias","Figueirense","Goias","1","0","GO"
"Vitoria","Flamengo","Vitoria","5","1","BA"
"Coritiba","Sao Paulo","Sao Paulo","1","2","SP"
"Paysandu","Vasco","Vasco","1","2","RJ"
"Athletico-PR","Santos","Athletico-PR","1","0","PR"
"Cruzeiro","Palmeiras","Cruzeiro","2","1","MG"
"Flamengo","Internacional","Internacional","1","2","RS"
"Figueirense","Sao Caetano","Figueirense","1","0","SC"
"Criciuma","Goias","Criciuma","7","2","SC"
"Juventude","Atletico-MG","Empate","1","1",""
"Ponte Preta","Coritiba","Empate","0","0",""
"Gremio","Botafogo-RJ","Empate","2","2",""
"Sao Paulo","Parana","Empate","2","2",""
"Fluminense","Vitoria","Fluminense","1","0","RJ"
"Corinthians","Guarani","Corinthians","1","0","SP"
"Botafogo-RJ","Figueirense","Empate","1","1",""
"Paysandu","Gremio","Gremio","1","3","RS"
"Internacional","Goias","Internacional","1","0","RS"
"Coritiba","Atletico-MG","Atletico-MG","0","1","MG"
"Santos","Palmeiras","Palmeiras","0","4","SP"
"Flamengo","Fluminense","Fluminense","1","2","RJ"
"Sao Caetano","Vasco","Sao Caetano","3","2","SP"
"Parana","Ponte Preta","Ponte Preta","0","1","SP"
"Criciuma","Vitoria","Criciuma","2","0","SC"
"Juventude","Guarani","Juventude","2","0","RS"
"Corinthians","Athletico-PR","Athletico-PR","0","5","PR"
"Cruzeiro","Sao Paulo","Cruzeiro","2","1","MG"
"Fluminense","Criciuma","Empate","1","1",""
"Ponte Preta","Juventude","Juventude","0","1","RS"
"Figueirense","Paysandu","Empate","1","1",""
"Palmeiras","Coritiba","Palmeiras","2","0","SP"
"Vitoria","Internacional","Vitoria","2","1","BA"
"Atletico-MG","Santos","Empate","3","3",""
"Vasco","Botafogo-RJ","Vasco","4","0","RJ"
"Sao Paulo","Corinthians","Empate","1","1",""
"Guarani","Parana","Guarani","1","0","SP"
"Goias","Flamengo","Empate","2","2",""
"Athletico-PR","Cruzeiro","Athletico-PR","3","1","PR"
"Gremio","Sao Caetano","Sao Caetano","1","2","SP"
"Fluminense","Guarani","Empate","1","1",""
"Parana","Botafogo-RJ","Empate","1","1",""
"Internacional","Atletico-MG","Internacional","4","1","RS"
"Sao Paulo","Gremio","Sao Paulo","3","2","SP"
"Goias","Corinthians","Empate","1","1",""
"Palmeiras","Vasco","Empate","2","2",""
"Cruzeiro","Paysandu","Cruzeiro","1","0","MG"
"Coritiba","Sao Caetano","Coritiba","1","0","PR"
"Criciuma","Juventude","Criciuma","2","0","SC"
"Ponte Preta","Figueirense","Figueirense","0","2","SC"
"Flamengo","Athletico-PR","Flamengo","3","0","RJ"
"Vitoria","Santos","Santos","1","2","SP"
"Gremio","Coritiba","Empate","1","1",""
"Athletico-PR","Vitoria","Vitoria","1","3","BA"
"Vasco","Parana","Empate","0","0",""
"Figueirense","Cruzeiro","Empate","0","0",""
"Sao Caetano","Palmeiras","Empate","1","1",""
"Corinthians","Flamengo","Empate","1","1",""
"Botafogo-RJ","Ponte Preta","Ponte Preta","0","1","SP"
"Paysandu","Sao Paulo","Paysandu","1","0","PA"
"Guarani","Criciuma","Guarani","2","1","SP"
"Juventude","Goias","Empate","1","1",""
"Santos","Internacional","Santos","3","0","SP"
"Atletico-MG","Fluminense","Atletico-MG","2","1","MG"
"Sao Caetano","Juventude","Sao Caetano","1","0","SP"
"Criciuma","Gremio","Gremio","1","2","RS"
"Coritiba","Parana","Empate","1","1",""
"Flamengo","Figueirense","Figueirense","0","3","SC"
"Santos","Guarani","Santos","2","1","SP"
"Internacional","Vasco","Vasco","1","3","RJ"
"Juventude","Corinthians","Juventude","1","0","RS"
"Botafogo-RJ","Fluminense","Empate","3","3",""
"Palmeiras","Sao Paulo","Palmeiras","2","1","SP"
"Paysandu","Vitoria","Paysandu","4","2","PA"
"Goias","Sao Caetano","Goias","3","2","GO"
"Ponte Preta","Cruzeiro","Ponte Preta","1","0","SP"
"Atletico-MG","Athletico-PR","Athletico-PR","0","1","PR"
"Internacional","Criciuma","Internacional","3","0","RS"
"Sao Paulo","Ponte Preta","Sao Paulo","2","0","SP"
"Athletico-PR","Juventude","Athletico-PR","4","1","PR"
"Figueirense","Vasco","Empate","2","2",""
"Vitoria","Goias","Empate","0","0",""
"Guarani","Atletico-MG","Empate","1","1",""
"Fluminense","Gremio","Fluminense","2","0","RJ"
"Parana","Palmeiras","Palmeiras","1","2","SP"
"Sao Caetano","Botafogo-RJ","Botafogo-RJ","1","2","RJ"
"Corinthians","Santos","Santos","2","3","SP"
"Flamengo","Paysandu","Flamengo","4","1","RJ"
"Cruzeiro","Coritiba","Coritiba","0","3","PR"
"Sao Paulo","Atletico-MG","Sao Paulo","1","0","SP"
"Goias","Fluminense","Goias","4","0","GO"
"Gremio","Figueirense","Empate","2","2",""
"Vasco","Vitoria","Vasco","3","1","RJ"
"Botafogo-RJ","Internacional","Botafogo-RJ","5","1","RJ"
"Parana","Athletico-PR","Parana","1","0","PR"
"Cruzeiro","Guarani","Cruzeiro","2","0","MG"
"Palmeiras","Juventude","Palmeiras","4","1","SP"
"Paysandu","Sao Caetano","Empate","0","0",""
"Criciuma","Flamengo","Empate","1","1",""
"Ponte Preta","Santos","Santos","0","4","SP"
"Coritiba","Corinthians","Corinthians","1","2","SP"
"Ponte Preta","Guarani","Ponte Preta","3","1","SP"
"Internacional","Gremio","Internacional","2","0","RS"
"Santos","Sao Paulo","Santos","2","1","SP"
"Vitoria","Botafogo-RJ","Vitoria","1","0","BA"
"Flamengo","Vasco","Vasco","0","1","RJ"
"Juventude","Coritiba","Juventude","1","0","RS"
"Goias","Paysandu","Goias","3","2","GO"
"Corinthians","Parana","Corinthians","1","0","SP"
"Athletico-PR","Palmeiras","Empate","0","0",""
"Figueirense","Criciuma","Figueirense","2","0","SC"
"Fluminense","Sao Caetano","Fluminense","1","0","RJ"
"Atletico-MG","Cruzeiro","Atletico-MG","2","0","MG"
"Atletico-MG","Vitoria","Empate","1","1",""
"Corinthians","Criciuma","Corinthians","1","0","SP"
"Juventude","Fluminense","Juventude","2","1","RS"
"Gremio","Cruzeiro","Cruzeiro","2","3","MG"
"Guarani","Internacional","Guarani","2","1","SP"
"Figueirense","Parana","Empate","0","0",""
"Paysandu","Ponte Preta","Paysandu","3","0","PA"
"Athletico-PR","Goias","Athletico-PR","6","0","PR"
"Vasco","Coritiba","Coritiba","2","3","PR"
"Sao Caetano","Sao Paulo","Empate","0","0",""
"Botafogo-RJ","Palmeiras","Empate","1","1",""
"Santos","Flamengo","Santos","2","0","SP"
"Cruzeiro","Botafogo-RJ","Cruzeiro","3","2","MG"
"Internacional","Athletico-PR","Internacional","6","0","RS"
"Palmeiras","Gremio","Palmeiras","2","0","SP"
"Vitoria","Corinthians","Empate","1","1",""
"Parana","Sao Caetano","Sao Caetano","0","1","SP"
"Goias","Guarani","Goias","2","0","GO"
"Flamengo","Juventude","Juventude","0","1","RS"
"Fluminense","Santos","Fluminense","1","0","RJ"
"Criciuma","Atletico-MG","Criciuma","4","2","SC"
"Coritiba","Paysandu","Empate","1","1",""
"Ponte Preta","Vasco","Ponte Preta","3","2","SP"
"Sao Paulo","Figueirense","Sao Paulo","2","1","SP"
"Gremio","Parana","Gremio","4","0","RS"
"Corinthians","Internacional","Empate","0","0",""
"Juventude","Vitoria","Juventude","3","2","RS"
"Atletico-MG","Goias","Goias","0","2","GO"
"Guarani","Flamengo","Flamengo","0","1","RJ"
"Figueirense","Coritiba","Empate","1","1",""
"Paysandu","Palmeiras","Paysandu","1","0","PA"
"Sao Caetano","Ponte Preta","Ponte Preta","0","1","SP"
"Vasco","Cruzeiro","Vasco","3","2","RJ"
"Botafogo-RJ","Sao Paulo","Botafogo-RJ","1","0","RJ"
"Athletico-PR","Fluminense","Athletico-PR","4","1","PR"
"Santos","Criciuma","Santos","5","2","SP"
"Fluminense","Corinthians","Fluminense","2","0","RJ"
"Internacional","Juventude","Juventude","1","2","RS"
"Sao Paulo","Vasco","Sao Paulo","1","0","SP"
"Coritiba","Botafogo-RJ","Coritiba","1","0","PR"
"Criciuma","Athletico-PR","Criciuma","4","1","SC"
"Vitoria","Guarani","Vitoria","3","2","BA"
"Flamengo","Atletico-MG","Empate","0","0",""
"Cruzeiro","Sao Caetano","Sao Caetano","0","1","SP"
"Goias","Santos","Empate","3","3",""
"Palmeiras","Figueirense","Empate","0","0",""
"Ponte Preta","Gremio","Ponte Preta","1","0","SP"
"Parana","Paysandu","Parana","2","0","PR"
"Botafogo-RJ","Flamengo","Empate","0","0",""
"Corinthians","Cruzeiro","Corinthians","1","0","SP"
"Athletico-PR","Ponte Preta","Athletico-PR","4","0","PR"
"Gremio","Vitoria","Gremio","4","0","RS"
"Paysandu","Criciuma","Empate","2","2",""
"Figueirense","Fluminense","Figueirense","2","1","SC"
"Guarani","Palmeiras","Guarani","1","0","SP"
"Juventude","Sao Paulo","Sao Paulo","1","2","SP"
"Vasco","Goias","Vasco","3","1","RJ"
"Sao Caetano","Internacional","Sao Caetano","2","0","SP"
"Atletico-MG","Parana","Atletico-MG","4","1","MG"
"Santos","Coritiba","Santos","4","2","SP"
"Fluminense","Cruzeiro","Empate","0","0",""
"Athletico-PR","Gremio","Empate","0","0",""
"Flamengo","Palmeiras","Palmeiras","0","1","SP"
"Juventude","Vasco","Empate","1","1",""
"Criciuma","Ponte Preta","Criciuma","3","1","SC"
"Corinthians","Sao Caetano","Corinthians","2","0","SP"
"Santos","Paysandu","Santos","6","0","SP"
"Atletico-MG","Figueirense","Atletico-MG","3","1","MG"
"Goias","Parana","Goias","3","0","GO"
"Vitoria","Coritiba","Empate","2","2",""
"Internacional","Sao Paulo","Empate","1","1",""
"Guarani","Botafogo-RJ","Botafogo-RJ","0","2","RJ"
"Ponte Preta","Fluminense","Ponte Preta","3","2","SP"
"Palmeiras","Goias","Goias","0","3","GO"
"Figueirense","Guarani","Empate","1","1",""
"Sao Caetano","Athletico-PR","Athletico-PR","0","3","PR"
"Paysandu","Atletico-MG","Paysandu","2","1","PA"
"Parana","Criciuma","Criciuma","0","3","SC"
"Vasco","Corinthians","Corinthians","1","3","SP"
"Coritiba","Flamengo","Coritiba","1","0","PR"
"Gremio","Santos","Gremio","3","1","RS"
"Botafogo-RJ","Juventude","Juventude","0","1","RS"
"Cruzeiro","Internacional","Cruzeiro","2","0","MG"
"Sao Paulo","Vitoria","Sao Paulo","2","1","SP"
"Fluminense","Parana","Fluminense","3","1","RJ"
"Santos","Sao Caetano","Sao Caetano","0","1","SP"
"Goias","Coritiba","Coritiba","1","2","PR"
"Atletico-MG","Gremio","Atletico-MG","3","0","MG"
"Flamengo","Sao Paulo","Flamengo","1","0","RJ"
"Corinthians","Botafogo-RJ","Empate","2","2",""
"Internacional","Ponte Preta","Ponte Preta","1","2","SP"
"Guarani","Paysandu","Empate","0","0",""
"Juventude","Figueirense","Empate","0","0",""
"Vitoria","Cruzeiro","Vitoria","3","2","BA"
"Criciuma","Palmeiras","Palmeiras","1","2","SP"
"Athletico-PR","Vasco","Athletico-PR","2","0","PR"
"Sao Paulo","Goias","Sao Paulo","4","0","SP"
"Parana","Internacional","Internacional","1","2","RS"
"Ponte Preta","Vitoria","Ponte Preta","1","0","SP"
"Gremio","Guarani","Empate","1","1",""
"Paysandu","Juventude","Juventude","0","1","RS"
"Figueirense","Corinthians","Corinthians","0","1","SP"
"Cruzeiro","Flamengo","Cruzeiro","2","0","MG"
"Vasco","Santos","Santos","2","3","SP"
"Botafogo-RJ","Athletico-PR","Empate","1","1",""
"Sao Caetano","Atletico-MG","Empate","1","1",""
"Coritiba","Criciuma","Coritiba","1","0","PR"
"Palmeiras","Fluminense","Palmeiras","3","2","SP"
"Internacional","Figueirense","Internacional","4","0","RS"
"Juventude","Cruzeiro","Juventude","1","0","RS"
"Flamengo","Gremio","Flamengo","3","0","RJ"
"Corinthians","Ponte Preta","Corinthians","2","0","SP"
"Criciuma","Vasco","Criciuma","1","0","SC"
"Atletico-MG","Palmeiras","Palmeiras","1","2","SP"
"Fluminense","Paysandu","Empate","1","1",""
"Goias","Botafogo-RJ","Goias","3","1","GO"
"Guarani","Coritiba","Empate","0","0",""
"Vitoria","Sao Caetano","Sao Caetano","1","2","SP"
"Santos","Parana","Santos","5","1","SP"
"Athletico-PR","Sao Paulo","Athletico-PR","1","0","PR"
"Gremio","Juventude","Juventude","2","4","RS"
"Figueirense","Athletico-PR","Empate","1","1",""
"Sao Caetano","Guarani","Sao Caetano","3","0","SP"
"Cruzeiro","Goias","Goias","1","3","GO"
"Palmeiras","Internacional","Palmeiras","3","1","SP"
"Parana","Vitoria","Parana","4","1","PR"
"Botafogo-RJ","Santos","Botafogo-RJ","2","0","RJ"
"Paysandu","Corinthians","Paysandu","2","1","PA"
"Ponte Preta","Flamengo","Ponte Preta","1","0","SP"
"Coritiba","Fluminense","Coritiba","2","0","PR"
"Vasco","Atletico-MG","Vasco","3","0","RJ"
"Sao Paulo","Criciuma","Sao Paulo","2","0","SP"
"Flamengo","Parana","Flamengo","2","1","RJ"
"Corinthians","Gremio","Empate","1","1",""
"Santos","Figueirense","Santos","4","1","SP"
"Fluminense","Sao Paulo","Fluminense","1","0","RJ"
"Guarani","Vasco","Empate","1","1",""
"Criciuma","Cruzeiro","Cruzeiro","1","2","MG"
"Internacional","Coritiba","Empate","1","1",""
"Athletico-PR","Paysandu","Athletico-PR","2","0","PR"
"Goias","Ponte Preta","Goias","5","0","GO"
"Juventude","Sao Caetano","Empate","2","2",""
"Vitoria","Palmeiras","Empate","2","2",""
"Atletico-MG","Botafogo-RJ","Empate","1","1",""
"Botafogo-RJ","Criciuma","Empate","1","1",""
"Parana","Juventude","Juventude","1","2","RS"
"Sao Paulo","Guarani","Empate","3","3",""
"Gremio","Goias","Empate","1","1",""
"Paysandu","Internacional","Paysandu","2","1","PA"
"Sao Caetano","Flamengo","Flamengo","0","1","RJ"
"Palmeiras","Corinthians","Corinthians","0","1","SP"
"Vasco","Fluminense","Empate","1","1",""
"Coritiba","Athletico-PR","Athletico-PR","1","2","PR"
"Figueirense","Vitoria","Figueirense","2","1","SC"
"Ponte Preta","Atletico-MG","Empate","1","1",""
"Cruzeiro","Santos","Empate","4","4",""
"Fluminense","Internacional","Fluminense","3","1","RJ"
"Sao Paulo","Coritiba","Coritiba","2","3","PR"
"Cruzeiro","Parana","Parana","1","4","PR"
"Figueirense","Goias","Figueirense","3","2","SC"
"Criciuma","Sao Caetano","Sao Caetano","0","4","SP"
"Corinthians","Atletico-MG","Corinthians","1","0","SP"
"Ponte Preta","Palmeiras","Empate","0","0",""
"Juventude","Santos","Santos","1","2","SP"
"Flamengo","Vitoria","Flamengo","2","0","RJ"
"Athletico-PR","Guarani","Athletico-PR","2","0","PR"
"Paysandu","Botafogo-RJ","Paysandu","2","0","PA"
"Gremio","Vasco","Vasco","1","2","RJ"
"Vasco","Paysandu","Paysandu","0","1","PA"
"Palmeiras","Cruzeiro","Cruzeiro","1","3","MG"
"Parana","Sao Paulo","Sao Paulo","0","2","SP"
"Atletico-MG","Juventude","Empate","1","1",""
"Goias","Criciuma","Goias","2","1","GO"
"Sao Caetano","Figueirense","Sao Caetano","1","0","SP"
"Santos","Athletico-PR","Empate","1","1",""
"Internacional","Flamengo","Empate","0","0",""
"Guarani","Corinthians","Corinthians","0","1","SP"
"Vitoria","Fluminense","Fluminense","2","3","RJ"
"Botafogo-RJ","Gremio","Botafogo-RJ","2","1","RJ"
"Coritiba","Ponte Preta","Coritiba","2","0","PR"
"Sao Paulo","Cruzeiro","Empate","0","0",""
"Vasco","Sao Caetano","Sao Caetano","1","2","SP"
"Guarani","Juventude","Guarani","3","1","SP"
"Goias","Internacional","Goias","1","0","GO"
"Fluminense","Flamengo","Fluminense","2","1","RJ"
"Palmeiras","Santos","Santos","1","2","SP"
"Figueirense","Botafogo-RJ","Figueirense","3","1","SC"
"Athletico-PR","Corinthians","Athletico-PR","3","1","PR"
"Ponte Preta","Parana","Parana","0","2","PR"
"Vitoria","Criciuma","Vitoria","1","0","BA"
"Gremio","Paysandu","Empate","1","1",""
"Atletico-MG","Coritiba","Atletico-MG","2","1","MG"
"Sao Caetano","Gremio","Sao Caetano","2","0","SP"
"Parana","Guarani","Empate","0","0",""
"Santos","Atletico-MG","Santos","2","0","SP"
"Criciuma","Fluminense","Fluminense","0","2","RJ"
"Flamengo","Goias","Flamengo","4","0","RJ"
"Corinthians","Sao Paulo","Empate","0","0",""
"Internacional","Vitoria","Internacional","2","1","RS"
"Botafogo-RJ","Vasco","Empate","2","2",""
"Juventude","Ponte Preta","Ponte Preta","1","2","SP"
"Paysandu","Figueirense","Paysandu","3","1","PA"
"Cruzeiro","Athletico-PR","Athletico-PR","2","4","PR"
"Coritiba","Palmeiras","Empate","0","0",""
"Figueirense","Ponte Preta","Ponte Preta","0","1","SP"
"Paysandu","Cruzeiro","Paysandu","3","1","PA"
"Atletico-MG","Internacional","Empate","1","1",""
"Sao Caetano","Coritiba","Sao Caetano","1","0","SP"
"Guarani","Fluminense","Empate","1","1",""
"Gremio","Sao Paulo","Gremio","2","1","RS"
"Vasco","Palmeiras","Palmeiras","2","5","SP"
"Athletico-PR","Flamengo","Athletico-PR","2","1","PR"
"Corinthians","Goias","Corinthians","1","0","SP"
"Juventude","Criciuma","Juventude","1","0","RS"
"Botafogo-RJ","Parana","Botafogo-RJ","4","3","RJ"
"Santos","Vitoria","Santos","4","1","SP"
"Sao Paulo","Paysandu","Sao Paulo","7","0","SP"
"Coritiba","Gremio","Coritiba","2","1","PR"
"Fluminense","Atletico-MG","Empate","1","1",""
"Cruzeiro","Figueirense","Empate","3","3",""
"Palmeiras","Sao Caetano","Palmeiras","3","1","SP"
"Parana","Vasco","Parana","2","1","PR"
"Criciuma","Guarani","Empate","1","1",""
"Vitoria","Athletico-PR","Athletico-PR","2","3","PR"
"Goias","Juventude","Juventude","1","2","RS"
"Internacional","Santos","Internacional","2","1","RS"
"Ponte Preta","Botafogo-RJ","Empate","1","1",""
"Flamengo","Corinthians","Empate","0","0",""
"Vasco","Internacional","Vasco","2","0","RJ"
"Sao Paulo","Palmeiras","Sao Paulo","2","1","SP"
"Fluminense","Botafogo-RJ","Botafogo-RJ","1","4","RJ"
"Athletico-PR","Atletico-MG","Athletico-PR","5","0","PR"
"Sao Caetano","Goias","Sao Caetano","2","0","SP"
"Figueirense","Flamengo","Figueirense","3","2","SC"
"Vitoria","Paysandu","Vitoria","4","1","BA"
"Cruzeiro","Ponte Preta","Cruzeiro","5","0","MG"
"Guarani","Santos","Santos","0","1","SP"
"Gremio","Criciuma","Gremio","2","0","RS"
"Parana","Coritiba","Parana","1","0","PR"
"Corinthians","Juventude","Juventude","1","2","RS"
"Coritiba","Cruzeiro","Empate","1","1",""
"Vasco","Figueirense","Vasco","1","0","RJ"
"Criciuma","Internacional","Criciuma","1","0","SC"
